gwp_nuclear,relative,Uniform,0.2
gwp_pv,relative,Uniform,0.2
gwp_wind_onshore,relative,Uniform,0.2
gwp_wind_offshore,relative,Uniform,0.2
gwp_hydro_river,relative,Uniform,0.2
gwp_geothermal,relative,Uniform,0.2
gwp_ind_cogen_wood,relative,Uniform,0.2
gwp_ind_cogen_waste,relative,Uniform,0.2
gwp_ind_boiler_wood,relative,Uniform,0.2
gwp_ind_boiler_waste,relative,Uniform,0.2
gwp_ind_direct_elec,relative,Uniform,0.2
gwp_dhn_hp_elec,relative,Uniform,0.2
gwp_dhn_cogen_wood,relative,Uniform,0.2
gwp_dhn_cogen_waste,relative,Uniform,0.2
gwp_dhn_cogen_wet_biomass,relative,Uniform,0.2
gwp_dhn_cogen_bio_hydrolysis,relative,Uniform,0.2
gwp_dhn_boiler_wood,relative,Uniform,0.2
gwp_dhn_deep_geo,relative,Uniform,0.2
gwp_dhn_solar,relative,Uniform,0.2
gwp_dec_hp_elec,relative,Uniform,0.2
gwp_dec_boiler_wood,relative,Uniform,0.2
gwp_dec_solar,relative,Uniform,0.2
gwp_dec_direct_elec,relative,Uniform,0.2
