gwp_batt_li,gwp_bev_batt,gwp_phev_batt,gwp_phs,gwp_ts_dec_direct_elec,gwp_ts_dec_hp_elec,gwp_ts_dec_thhp_gas,gwp_ts_dec_cogen_gas,gwp_ts_dec_cogen_oil,gwp_ts_dec_advcogen_gas,gwp_ts_dec_advcogen_h2,gwp_ts_dec_boiler_gas,gwp_ts_dec_boiler_wood,gwp_ts_dec_boiler_oil,gwp_ts_dhn_daily,gwp_ts_dhn_seasonal,gwp_ts_high_temp,gwp_gas_storage,gwp_h2_storage,gwp_diesel_storage,gwp_gasoline_storage,gwp_lfo_storage,gwp_ammonia_storage,gwp_methanol_storage,gwp_co2_storage,gwp_op
                49.498141,                61.758141,                91.003873,                 9.388104,                59.198150,                 0.096784,                 0.245425,                 0.170290,                 0.294462,                 0.007588,                 0.007453,                 0.285948,                 0.035616,                 0.566222,                 0.072450,                 0.084519,                 0.445397,                 0.133630,                 0.139758,                 0.150520,                 0.145606,                 0.138231,                 0.120963,                 0.162298,                 0.127938,              4126.452313
                49.689704,                53.520954,               112.150748,                 8.997635,                68.178462,                 0.093662,                 0.223585,                 0.197165,                 0.226493,                 0.006297,                 0.006425,                 0.322229,                 0.037491,                 0.417784,                 0.072190,                 0.091539,                 0.389147,                 0.178562,                 0.143039,                 0.155677,                 0.131075,                 0.160263,                 0.140181,                 0.129954,                 0.121844,              4126.092164
                61.949704,                65.780954,                91.950748,                 7.331635,                55.406462,                 0.115862,                 0.271785,                 0.237165,                 0.276493,                 0.007697,                 0.007825,                 0.268229,                 0.045491,                 0.517784,                 0.088830,                 0.074899,                 0.469147,                 0.146962,                 0.173039,                 0.125677,                 0.161075,                 0.130263,                 0.170181,                 0.159954,                 0.147844,              4124.738523
                68.079704,                59.650954,                81.850748,                 9.830635,                61.792462,                 0.104762,                 0.247685,                 0.177165,                 0.201493,                 0.008397,                 0.005725,                 0.241229,                 0.033491,                 0.567784,                 0.080510,                 0.066579,                 0.429147,                 0.162762,                 0.158039,                 0.170677,                 0.176075,                 0.175263,                 0.155181,                 0.144954,                 0.108844,              4126.739156
                55.819704,                71.910954,               102.050748,                 8.164635,                74.564462,                 0.126962,                 0.199485,                 0.217165,                 0.251493,                 0.006997,                 0.007125,                 0.295229,                 0.041491,                 0.467784,                 0.097150,                 0.083219,                 0.349147,                 0.131162,                 0.128039,                 0.140677,                 0.146075,                 0.145263,                 0.125181,                 0.174954,                 0.134844,              4125.332233
                58.884704,                56.585954,                97.000748,                 8.581135,                58.599462,                 0.132512,                 0.235635,                 0.227165,                 0.238993,                 0.008047,                 0.006075,                 0.254729,                 0.039491,                 0.492784,                 0.084670,                 0.095699,                 0.449147,                 0.170662,                 0.120539,                 0.148177,                 0.168575,                 0.122763,                 0.177681,                 0.167454,                 0.128344,              4125.833724
                71.144704,                68.845954,               117.200748,                 6.915135,                71.371462,                 0.110312,                 0.283835,                 0.187165,                 0.288993,                 0.006647,                 0.007475,                 0.308729,                 0.047491,                 0.592784,                 0.068030,                 0.079059,                 0.369147,                 0.139062,                 0.150539,                 0.178177,                 0.138575,                 0.152763,                 0.147681,                 0.137454,                 0.154344,              4124.293965
                65.014704,                50.455954,               107.100748,                 9.414135,                64.985462,                 0.121412,                 0.259735,                 0.207165,                 0.213993,                 0.005947,                 0.006775,                 0.281729,                 0.035491,                 0.542784,                 0.092990,                 0.070739,                 0.329147,                 0.186462,                 0.165539,                 0.133177,                 0.123575,                 0.137763,                 0.132681,                 0.152454,                 0.115344,              4126.307678
                52.754704,                62.715954,                86.900748,                 7.748135,                52.213462,                 0.099212,                 0.211535,                 0.167165,                 0.263993,                 0.007347,                 0.008175,                 0.227729,                 0.043491,                 0.442784,                 0.076350,                 0.087379,                 0.409147,                 0.154862,                 0.135539,                 0.163177,                 0.153575,                 0.167763,                 0.162681,                 0.122454,                 0.141344,              4125.057391
                54.287204,                61.183454,               104.575748,                 6.706885,                57.002962,                 0.096437,                 0.217560,                 0.202165,                 0.245243,                 0.006122,                 0.008350,                 0.234479,                 0.044491,                 0.530284,                 0.070110,                 0.081139,                 0.379147,                 0.174612,                 0.146789,                 0.136927,                 0.172325,                 0.179013,                 0.136431,                 0.148704,                 0.112094,              4124.134562
