gwp_batt_li,absolute,Uniform,0.2
gwp_bev_batt,absolute,Uniform,0.2
gwp_phev_batt,absolute,Uniform,0.2
gwp_phs,absolute,Uniform,0.2
gwp_ts_dec_direct_elec,absolute,Uniform,0.2
gwp_ts_dec_hp_elec,absolute,Uniform,0.2
gwp_ts_dec_thhp_gas,absolute,Uniform,0.2
gwp_ts_dec_cogen_gas,absolute,Uniform,0.2
gwp_ts_dec_cogen_oil,absolute,Uniform,0.2
gwp_ts_dec_advcogen_gas,absolute,Uniform,0.2
gwp_ts_dec_advcogen_h2,absolute,Uniform,0.2
gwp_ts_dec_boiler_gas,absolute,Uniform,0.2
gwp_ts_dec_boiler_wood,absolute,Uniform,0.2
gwp_ts_dec_boiler_oil,absolute,Uniform,0.2
gwp_ts_dhn_daily,absolute,Uniform,0.2
gwp_ts_dhn_seasonal,absolute,Uniform,0.2
gwp_ts_high_temp,absolute,Uniform,0.2
gwp_gas_storage,absolute,Uniform,0.2
gwp_h2_storage,absolute,Uniform,0.2
gwp_diesel_storage,absolute,Uniform,0.2
gwp_gasoline_storage,absolute,Uniform,0.2
gwp_lfo_storage,absolute,Uniform,0.2
gwp_ammonia_storage,absolute,Uniform,0.2
gwp_methanol_storage,absolute,Uniform,0.2
gwp_co2_storage,absolute,Uniform,0.2
